column 1,address_1,case_number,city,clearance_type,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at,zip
626,2200 Block S US 89,17-P03520,PERRY,,01/30/2018 10:01:47 PM,Monday,10,12/11/2017 10:45:54 AM,Theft,832916979,Theft,41.46998130000001,"{'type': 'Point', 'coordinates': [-112.0299299, 41.4699813]}",-112.0299299,Theft,UT,02/10/2018 06:33:53 AM,84302
627,2200 Block S US 89,17-P03561,PERRY,,01/30/2018 10:01:47 PM,Friday,20,12/15/2017 08:35:05 PM,Drugs,832917007,Drugs,41.469236,"{'type': 'Point', 'coordinates': [-112.0291573, 41.469236]}",-112.0291573,Drugs,UT,02/14/2018 06:05:04 AM,84302
628,100 Block E CHATEAU DR,17-P03681,PERRY,,01/30/2018 10:01:47 PM,Tuesday,16,12/26/2017 04:06:32 PM,Theft Automobil,832917069,Theft Automobil,41.483001,"{'type': 'Point', 'coordinates': [-112.012901, 41.483001]}",-112.012901,Theft of Vehicle,UT,02/25/2018 06:39:51 AM,84302
629,100 Block E CHATEAU DR,17-P03682,PERRY,,01/30/2018 10:01:47 PM,Tuesday,17,12/26/2017 05:17:34 PM,Theft,832917070,Theft,41.483001,"{'type': 'Point', 'coordinates': [-112.012901, 41.483001]}",-112.012901,Theft,UT,02/25/2018 06:39:51 AM,84302
630,1200 Block S COMMERCE WAY,17-P03684,PERRY,,01/30/2018 10:01:47 PM,Tuesday,19,12/26/2017 07:14:22 PM,Theft,832917072,Theft,41.4839983,"{'type': 'Point', 'coordinates': [-112.0300622, 41.4839983]}",-112.0300622,Theft,UT,02/25/2018 06:39:51 AM,84302
631,1 Block W 1500 S,17-P03726,PERRY,,01/30/2018 10:01:47 PM,Friday,9,12/29/2017 09:22:41 AM,Harassment,832917104,Harassment,41.4829859,"{'type': 'Point', 'coordinates': [-112.016013, 41.4829859]}",-112.016013,Assault,UT,02/28/2018 06:35:21 AM,84302
632,1600 Block W 1100 S,17-P03424,PERRY,,01/30/2018 10:01:47 PM,Sunday,9,12/03/2017 09:44:03 AM,Vehicle Burg,832916915,Vehicle Burg,41.4860202,"{'type': 'Point', 'coordinates': [-112.0569952, 41.4860202]}",-112.0569952,Theft from Vehicle,UT,02/02/2018 07:00:52 AM,84302
633,2100 Block S US 89,17-P03690,PERRY,,01/30/2018 10:01:47 PM,Wednesday,8,12/27/2017 08:47:51 AM,Drugs,832917076,Drugs,41.4713851,"{'type': 'Point', 'coordinates': [-112.0282085, 41.4713851]}",-112.0282085,Drugs,UT,02/26/2018 06:45:33 AM,84302
634,8500 Block S US 89,17-P03632,BOX ELDER CO,,01/30/2018 10:01:47 PM,Friday,18,12/22/2017 06:39:11 PM,DUI,832917044,DUI,41.3565561,"{'type': 'Point', 'coordinates': [-112.0356982, 41.3565561]}",-112.0356982,Traffic,UT,02/21/2018 06:07:18 AM,84340
635,2500 Block S US 89,17-P03656,PERRY,,01/30/2018 10:01:47 PM,Sunday,18,12/24/2017 06:16:52 PM,Family Fight,832917056,Family Fight,41.4629017,"{'type': 'Point', 'coordinates': [-112.0343483, 41.4629017]}",-112.0343483,Family Offense,UT,02/23/2018 06:50:25 AM,84302
636,2200 Block S US 89,18-P00389,PERRY,,02/01/2018 01:11:46 PM,Wednesday,17,01/24/2018 05:59:41 PM,Fraud,833101944,fraud,41.46998130000001,"{'type': 'Point', 'coordinates': [-112.0299299, 41.4699813]}",-112.0299299,Theft,UT,03/26/2018 01:50:01 PM,84302
637,600 Block W 2550 S,18-P01114,PERRY,,03/14/2018 08:26:44 PM,Wednesday,11,03/14/2018 11:14:56 AM,Fraud,838081620,fraud,41.46351,"{'type': 'Point', 'coordinates': [-112.030881, 41.46351]}",-112.030881,Theft,UT,04/29/2018 09:02:44 PM,84302
638,1200 Block S COMMERCE WAY,18-P01137,PERRY,,03/15/2018 08:06:47 PM,Thursday,11,03/15/2018 11:47:46 AM,Fraud,838165488,fraud,41.4839983,"{'type': 'Point', 'coordinates': [-112.0300622, 41.4839983]}",-112.0300622,Theft,UT,04/29/2018 09:02:46 PM,84302
639,1200 Block S COMMERCE WAY,17-P03524,PERRY,,01/30/2018 10:01:47 PM,Tuesday,13,12/12/2017 01:07:58 PM,Theft,832916983,Theft,41.4839983,"{'type': 'Point', 'coordinates': [-112.0300622, 41.4839983]}",-112.0300622,Theft,UT,02/11/2018 02:54:34 AM,84302
640,2400 Block S MARILYN DR,17-P03515,PERRY,,01/30/2018 10:01:47 PM,Sunday,14,12/10/2017 02:55:16 PM,Threatening,832916974,Threatening,41.4655705,"{'type': 'Point', 'coordinates': [-112.0292646, 41.4655705]}",-112.0292646,Assault,UT,02/09/2018 06:57:37 AM,84302
641,1600 Block W 1100 S,17-P03516,PERRY,,01/30/2018 10:01:47 PM,Sunday,19,12/10/2017 07:19:58 PM,Keep The Peace,832916975,Keep The Peace,41.4843853,"{'type': 'Point', 'coordinates': [-112.0568991, 41.4843853]}",-112.0568991,Disorder,UT,02/09/2018 06:57:37 AM,84302
642,2800 Block S US 89,18-P01214,PERRY,,03/20/2018 01:35:54 PM,Monday,21,03/19/2018 09:25:01 PM,Stab/Gunshot,838563140,Stab/Gunshot,41.4591782,"{'type': 'Point', 'coordinates': [-112.0376827, 41.4591782]}",-112.0376827,Assault with Deadly Weapon,UT,04/29/2018 09:02:53 PM,84302
643,3000 Block S PERRY ST,18-P01296,PERRY,,03/27/2018 12:42:41 AM,Monday,16,03/26/2018 04:06:24 PM,Theft,839430539,Theft,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,04/29/2018 09:03:00 PM,84302
644,600 Block W 2600 S,18-P01319,PERRY,,03/28/2018 08:53:33 AM,Tuesday,19,03/27/2018 07:10:51 PM,Keep The Peace,840187974,Keep The Peace,41.462922,"{'type': 'Point', 'coordinates': [-112.032228, 41.462922]}",-112.032228,Disorder,UT,04/29/2018 09:07:39 AM,84302
645,1 Block E 1500 S,18-P00572,PERRY,,02/06/2018 04:28:21 PM,Tuesday,7,02/06/2018 07:50:42 AM,Drugs,833508150,Drugs,41.4826679,"{'type': 'Point', 'coordinates': [-112.015021, 41.4826679]}",-112.015021,Drugs,UT,04/08/2018 06:42:19 AM,84302
646,2800 Block S 775 W,18-P01350,PERRY,,03/29/2018 06:10:22 PM,Thursday,12,03/29/2018 12:00:04 PM,Child Abuse,840307859,Child Abuse,41.4595449,"{'type': 'Point', 'coordinates': [-112.0338892, 41.4595449]}",-112.0338892,Family Offense,UT,04/30/2018 12:51:57 PM,84302
647,2500 Block S PEACH ST,17-P03727,PERRY,,01/30/2018 10:01:47 PM,Friday,15,12/29/2017 03:30:49 PM,Theft,832917105,Theft,41.463348,"{'type': 'Point', 'coordinates': [-112.026972, 41.463348]}",-112.026972,Theft,UT,02/28/2018 06:35:21 AM,84302
648,2500 Block S 700 W,18-P00006,PERRY,,01/30/2018 10:01:47 PM,Monday,12,01/01/2018 12:54:45 PM,Property Damage,832917133,Property Damage,41.463766,"{'type': 'Point', 'coordinates': [-112.032825, 41.463766]}",-112.032825,Property Crime,UT,03/03/2018 06:44:05 AM,84302
649,2400 Block S US 89,18-P00007,PERRY,,01/30/2018 10:01:47 PM,Monday,12,01/01/2018 12:59:40 PM,Trespassing,832917134,Trespassing,41.4659855,"{'type': 'Point', 'coordinates': [-112.0327003, 41.4659855]}",-112.0327003,Other,UT,03/03/2018 06:44:05 AM,84302
650,2300 Block S US 89,18-P00018,PERRY,,01/30/2018 10:01:47 PM,Monday,16,01/01/2018 04:30:12 PM,Keep The Peace,832917142,Keep The Peace,41.467386,"{'type': 'Point', 'coordinates': [-112.032663, 41.467386]}",-112.032663,Disorder,UT,03/03/2018 06:44:05 AM,84302
651,400 Block W 1700 S,18-P00022,PERRY,,01/30/2018 10:01:47 PM,Monday,22,01/01/2018 10:23:21 PM,Burglary,832917144,Burglary,41.478893,"{'type': 'Point', 'coordinates': [-112.027591, 41.478893]}",-112.027591,Breaking & Entering,UT,03/03/2018 06:44:05 AM,84302
652,2700 Block S 725 W,18-P00249,PERRY,,01/30/2018 10:01:52 PM,Monday,15,01/15/2018 03:50:10 PM,Family Fight,832917527,Family Fight,41.459556,"{'type': 'Point', 'coordinates': [-112.03274, 41.459556]}",-112.03274,Family Offense,UT,03/17/2018 09:16:31 AM,84302
653,2400 Block S US 89,18-P01383,PERRY,,04/01/2018 03:07:33 AM,Saturday,18,03/31/2018 06:41:39 PM,Threatening,840899581,Threatening,41.4659855,"{'type': 'Point', 'coordinates': [-112.0327003, 41.4659855]}",-112.0327003,Assault,UT,04/30/2018 12:51:58 PM,84302
654,600 Block W 2600 S,18-P00147,PERRY,,01/30/2018 10:01:52 PM,Tuesday,12,01/09/2018 12:30:19 PM,Keep The Peace,832917466,Keep The Peace,41.462922,"{'type': 'Point', 'coordinates': [-112.032228, 41.462922]}",-112.032228,Disorder,UT,03/11/2018 06:54:59 AM,84302
655,1200 Block S COMMERCE WAY,18-P00148,PERRY,,01/30/2018 10:01:52 PM,Tuesday,13,01/09/2018 01:16:11 PM,Vandalism,832917467,Vandalism,41.4839983,"{'type': 'Point', 'coordinates': [-112.0300622, 41.4839983]}",-112.0300622,Property Crime,UT,03/11/2018 06:54:59 AM,84302
656,2100 Block S US 89,18-P01398,PERRY,,04/02/2018 03:25:31 AM,Sunday,19,04/01/2018 07:41:28 PM,Trespassing,840959649,Trespassing,41.4707131,"{'type': 'Point', 'coordinates': [-112.0278813, 41.4707131]}",-112.0278813,Other,UT,04/30/2018 12:51:58 PM,84302
657,1200 Block S COMMERCE WAY,18-P00030,PERRY,,01/30/2018 10:01:47 PM,Tuesday,2,01/02/2018 02:56:22 AM,Drugs,832917146,Drugs,41.4839983,"{'type': 'Point', 'coordinates': [-112.0300622, 41.4839983]}",-112.0300622,Drugs,UT,03/04/2018 06:22:33 AM,84302
658,1 Block W 1425 S,17-P03753,PERRY,,01/30/2018 10:01:47 PM,Saturday,16,12/30/2017 04:56:43 PM,Child Abuse,832917118,Child Abuse,41.483452,"{'type': 'Point', 'coordinates': [-112.015842, 41.483452]}",-112.015842,Family Offense,UT,03/01/2018 06:19:13 AM,84302
659,500 Block W 2350 S,18-P01631,PERRY,,04/14/2018 09:34:02 PM,Saturday,0,04/14/2018 12:00:00 AM,Vandalism,842674207,Vandalism,41.466948,"{'type': 'Point', 'coordinates': [-112.0283302, 41.466948]}",-112.0283302,Property Crime,UT,04/30/2018 12:52:02 PM,84302
660,1 Block S 500 E,18-P00154,BRIGHAM CITY,,01/30/2018 10:01:52 PM,Wednesday,11,01/10/2018 11:25:26 AM,Simple Assault,832917473,Simple Assault,41.5097375,"{'type': 'Point', 'coordinates': [-112.0087701, 41.5097375]}",-112.0087701,Assault,UT,03/12/2018 05:39:06 AM,84302
661,2700 Block S US 89,18-P01709,PERRY,,04/19/2018 03:42:36 AM,Wednesday,20,04/18/2018 08:12:56 PM,Keep The Peace,843027892,Keep The Peace,41.4598164,"{'type': 'Point', 'coordinates': [-112.0366463, 41.4598164]}",-112.0366463,Disorder,UT,04/30/2018 12:52:03 PM,84302
662,2300 Block S US 89,18-P00121,PERRY,,01/30/2018 10:01:52 PM,Sunday,15,01/07/2018 03:21:18 PM,Keep The Peace,832917449,Keep The Peace,41.467386,"{'type': 'Point', 'coordinates': [-112.032663, 41.467386]}",-112.032663,Disorder,UT,03/09/2018 06:40:17 AM,84302
663,200 Block W 1100 S,18-P00050,BRIGHAM CITY,,01/30/2018 10:01:52 PM,Wednesday,11,01/03/2018 11:48:29 AM,Drugs,832917411,Drugs,41.4865307,"{'type': 'Point', 'coordinates': [-112.0181583, 41.4865307]}",-112.0181583,Drugs,UT,03/05/2018 06:13:19 AM,84302
664,600 Block W 2600 S,18-P01054,PERRY,,03/11/2018 11:50:28 PM,Saturday,16,03/10/2018 04:01:01 PM,Keep The Peace,836951400,Keep The Peace,41.462922,"{'type': 'Point', 'coordinates': [-112.032228, 41.462922]}",-112.032228,Disorder,UT,04/29/2018 09:02:37 PM,84302
665,2300 Block S LINDA WAY,18-P01156,PERRY,,03/16/2018 05:59:50 PM,Friday,10,03/16/2018 10:24:57 AM,Fraud,838245691,fraud,41.468548,"{'type': 'Point', 'coordinates': [-112.036143, 41.468548]}",-112.036143,Theft,UT,04/29/2018 09:02:48 PM,84302
666,2200 Block S 450 W,18-P01332,PERRY,,03/28/2018 11:44:12 PM,Wednesday,16,03/28/2018 04:25:42 PM,Fraud,840241111,fraud,41.46857300000001,"{'type': 'Point', 'coordinates': [-112.027206, 41.46857300000001]}",-112.027206,Theft,UT,04/30/2018 12:51:57 PM,84302
667,2100 Block S US 89,18-P01343,PERRY,,03/29/2018 04:48:53 AM,Wednesday,21,03/28/2018 09:45:23 PM,Drugs,840253772,Drugs,41.4713851,"{'type': 'Point', 'coordinates': [-112.0282085, 41.4713851]}",-112.0282085,Drugs,UT,04/30/2018 12:51:57 PM,84302
668,1200 Block S COMMERCE WAY,18-P01365,PERRY,,03/31/2018 02:39:45 AM,Friday,18,03/30/2018 06:59:54 PM,Drugs,840830908,Drugs,41.4839983,"{'type': 'Point', 'coordinates': [-112.0300622, 41.4839983]}",-112.0300622,Drugs,UT,04/30/2018 12:51:58 PM,84302
669,2100 Block S US 89,18-P01396,PERRY,,04/01/2018 10:40:31 PM,Sunday,12,04/01/2018 12:34:37 PM,Burglary,840947609,Burglary,41.4713851,"{'type': 'Point', 'coordinates': [-112.0282085, 41.4713851]}",-112.0282085,Breaking & Entering,UT,04/30/2018 12:51:58 PM,84302
670,2200 Block S 450 W,18-P01438,PERRY,,04/04/2018 01:27:10 AM,Tuesday,18,04/03/2018 06:45:49 PM,Fraud,841583185,fraud,41.468145,"{'type': 'Point', 'coordinates': [-112.026621, 41.468145]}",-112.026621,Theft,UT,04/30/2018 12:51:59 PM,84302
671,3500 Block S PERRY ST,18-P01450,PERRY,,04/04/2018 08:36:44 PM,Wednesday,9,04/04/2018 09:50:06 AM,Reckless Drivin,841644451,Reckless Drivin,41.4454068,"{'type': 'Point', 'coordinates': [-112.0449951, 41.4454068]}",-112.0449951,Traffic,UT,04/30/2018 12:51:59 PM,84302
672,1900 Block S US 89,18-P01464,PERRY,,04/05/2018 01:43:07 PM,Wednesday,18,04/04/2018 06:12:39 PM,Hit & Run PD,841793937,Hit & Run PD,41.4759378,"{'type': 'Point', 'coordinates': [-112.0248581, 41.4759378]}",-112.0248581,Traffic,UT,04/30/2018 12:51:59 PM,84302
673,1200 Block S COMMERCE WAY,18-P00437,PERRY,,01/30/2018 10:01:52 PM,Sunday,16,01/28/2018 04:22:23 PM,Theft,832917648,Theft,41.4839983,"{'type': 'Point', 'coordinates': [-112.0300622, 41.4839983]}",-112.0300622,Theft,UT,03/30/2018 05:27:50 AM,84302
674,2000 Block S US 89,18-P00444,PERRY,,01/30/2018 10:01:54 PM,Monday,14,01/29/2018 02:14:17 PM,Theft Automobil,832917655,Theft Automobil,41.47248159999999,"{'type': 'Point', 'coordinates': [-112.0261602, 41.4724816]}",-112.0261602,Theft of Vehicle,UT,03/31/2018 05:44:04 AM,84302
675,2300 Block S 525 W,18-P01491,PERRY,,04/06/2018 05:45:42 AM,Thursday,20,04/05/2018 08:50:08 PM,Keep The Peace,841845373,Keep The Peace,41.46692700000001,"{'type': 'Point', 'coordinates': [-112.027713, 41.46692700000001]}",-112.027713,Disorder,UT,04/30/2018 12:51:59 PM,84302
676,600 Block W 2600 S,18-P01520,PERRY,,04/08/2018 03:45:29 PM,Saturday,13,04/07/2018 01:28:22 PM,Keep The Peace,842016048,Keep The Peace,41.462922,"{'type': 'Point', 'coordinates': [-112.032228, 41.462922]}",-112.032228,Disorder,UT,04/30/2018 12:52:00 PM,84302
677,1000 Block W 2390 S,18-P01596,PERRY,,04/12/2018 11:47:20 AM,Thursday,3,04/12/2018 03:57:41 AM,Noise Complaint,842366549,Noise Complaint,41.46743499999999,"{'type': 'Point', 'coordinates': [-112.037344, 41.46743499999999]}",-112.037344,Disorder,UT,04/30/2018 12:52:01 PM,84302
678,400 Block W ROCKWELL DR,18-P01601,PERRY,,04/12/2018 10:59:44 PM,Thursday,16,04/12/2018 04:04:08 PM,Theft,842401805,Theft,41.4674922,"{'type': 'Point', 'coordinates': [-112.0246594, 41.4674922]}",-112.0246594,Theft,UT,04/30/2018 12:52:01 PM,84302
